mode,seed,scorer,alpha,topk,smooth,VAL_Accuracy,VAL_Precision,VAL_Recall,VAL_F1,VAL_FPR,VAL_TN,VAL_FP,VAL_FN,VAL_TP,VAL_ROC-AUC,VAL_PR-AUC,beta
net_only,2024,hybrid,,,30,0.8818211702827088,0.16153846153846155,0.03328050713153724,0.05519053876478318,0.019988996882450025,5344,109,610,21,0.5448490384478455,0.125887305539293,0.0
net_only,2024,hybrid,,,40,0.8816568047337278,0.15503875968992248,0.03169572107765452,0.05263157894736842,0.019988996882450025,5344,109,611,20,0.5482582320669673,0.12554333638610912,0.0
net_only,2024,hybrid,,,1,0.8823142669296515,0.102803738317757,0.017432646592709985,0.02981029810298103,0.017604988079955985,5357,96,620,11,0.4841549004124861,0.10319462841576593,0.25
net_only,2024,hybrid,,,2,0.8824786324786325,0.125,0.022187004754358162,0.03768506056527591,0.017971758664955068,5355,98,617,14,0.48140659134985236,0.10515000976869746,0.25
net_only,2024,hybrid,,,3,0.881163708086785,0.10344827586206896,0.01901743264659271,0.0321285140562249,0.019072070419952316,5349,104,619,12,0.48378347980422237,0.1058980444270097,0.25
net_only,2024,hybrid,,,5,0.8803418803418803,0.09243697478991597,0.017432646592709985,0.029333333333333333,0.01980561158995048,5345,108,620,11,0.4920140209826488,0.10622516630437044,0.25
net_only,2024,hybrid,,,8,0.8798487836949376,0.07627118644067797,0.014263074484944533,0.02403204272363151,0.019988996882450025,5344,109,622,9,0.49549790560045903,0.10236452051764379,0.25
net_only,2024,hybrid,,,12,0.8790269559500329,0.035398230088495575,0.006339144215530904,0.010752688172043012,0.019988996882450025,5344,109,627,4,0.5008441245357605,0.1027029403196022,0.25
net_only,2024,hybrid,,,20,0.87853385930309,0.00909090909090909,0.001584786053882726,0.002699055330634278,0.019988996882450025,5344,109,630,1,0.5078299126115315,0.10334366545897668,0.25
net_only,2024,hybrid,,,30,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.5152410325027909,0.10486393611754008,0.25
net_only,2024,hybrid,,,40,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.5192304618374044,0.10593659858649221,0.25
net_only,2024,hybrid,,,1,0.8800131492439185,0.0,0.0,0.0,0.01815514395745461,5354,99,631,0,0.5169526770038622,0.10488499960699761,0.5
net_only,2024,hybrid,,,2,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.5166478098535736,0.10501214674800619,0.5
net_only,2024,hybrid,,,3,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.5200652863266357,0.10569420828836411,0.5
net_only,2024,hybrid,,,5,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.52033280797758,0.1059091442783847,0.5
net_only,2024,hybrid,,,8,0.8783694937541091,0.0,0.0,0.0,0.019988996882450025,5344,109,631,0,0.5200134095045894,0.10585951057781696,0.5
