criterion,criterion_value,mode,scorer,seed,alpha,topk,smooth,beta,hyst_mult,head,TEST_Accuracy,TEST_Precision,TEST_Recall,TEST_F1,TEST_ROC-AUC,TEST_PR-AUC,TESTOP_Accuracy,TESTOP_F1,TESTACC_Accuracy,TESTACC_F1,TESTHY_Accuracy,TESTHY_F1,TEST_EventRecall
TESTACC_F1,0.6472424557752341,sen_only,hybrid,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TESTHY_F1,0.6566604127579737,sen_only,hybrid,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_ROC-AUC,0.8813109102088748,sen_only,hybrid,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_PR-AUC,0.693536200214441,sen_only,hybrid,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_Accuracy,0.9342492639842983,sen_only,semisup,42,,,3,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9342492639842983,0.8070652173913043,0.4729299363057325,0.5963855421686747,0.7670674745907938,0.5462771611710839,0.9079162577690546,0.5381460213289582,0.9347399411187438,0.6061204343534057,0.9079162577690546,0.5381460213289582,0.625
TESTACC_Accuracy,0.941879502292076,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TESTOP_Accuracy,0.9400785854616895,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TESTHY_Accuracy,0.9400785854616895,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TEST_F1,0.5963855421686747,sen_only,semisup,42,,,3,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9342492639842983,0.8070652173913043,0.4729299363057325,0.5963855421686747,0.7670674745907938,0.5462771611710839,0.9079162577690546,0.5381460213289582,0.9347399411187438,0.6061204343534057,0.9079162577690546,0.5381460213289582,0.625
TESTOP_F1,0.6547169811320754,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TESTACC_F1,0.6596356663470757,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TESTHY_F1,0.6547169811320754,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TEST_ROC-AUC,0.8787791490601105,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TEST_PR-AUC,0.6879893239611752,sen_only,semisup,7,,,2,1.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.8787791490601105,0.6879893239611752,0.9400785854616895,0.6547169811320754,0.941879502292076,0.6596356663470757,0.9400785854616895,0.6547169811320754,0.17647058823529413
TEST_Accuracy,0.9396348645465253,sen_only,unsup,123,0.0,1.0,3,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9396348645465253,0.7546296296296297,0.5174603174603175,0.6139359698681732,0.8415261484881739,0.6309665241304235,0.9353651354534747,0.5990867579908675,0.9467020023557126,0.6408730158730159,0.9353651354534747,0.5990867579908675,0.5882352941176471
TESTACC_Accuracy,0.9467020023557126,sen_only,unsup,123,0.0,1.0,3,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9396348645465253,0.7546296296296297,0.5174603174603175,0.6139359698681732,0.8415261484881739,0.6309665241304235,0.9353651354534747,0.5990867579908675,0.9467020023557126,0.6408730158730159,0.9353651354534747,0.5990867579908675,0.5882352941176471
TESTOP_Accuracy,0.9400785854616895,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TESTHY_Accuracy,0.9400785854616895,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_F1,0.6147704590818364,sen_only,unsup,42,0.0,20.0,3,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9368662087013412,0.8235294117647058,0.49044585987261147,0.6147704590818364,0.7686273223561539,0.552122536906813,0.9200196270853778,0.5637823371989296,0.9370297677461563,0.6153846153846154,0.9200196270853778,0.5637823371989296,0.625
TESTOP_F1,0.6566604127579737,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TESTACC_F1,0.6472424557752341,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TESTHY_F1,0.6566604127579737,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_ROC-AUC,0.8813109102088748,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
TEST_PR-AUC,0.693536200214441,sen_only,unsup,7,0.0,20.0,2,0.0,1,"{""kind"": ""logreg"", ""C"": 0.05}",0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.8813109102088748,0.693536200214441,0.9400785854616895,0.6566604127579737,0.9444990176817288,0.6472424557752341,0.9400785854616895,0.6566604127579737,0.11764705882352941
