loss,val_loss,learning_rate
0.33198970556259155,0.14872504770755768,0.0003000000142492354
0.1491163820028305,0.10183040797710419,0.0003000000142492354
0.12615959346294403,0.09392029047012329,0.0003000000142492354
0.11438409239053726,0.08899732679128647,0.0003000000142492354
0.10447746515274048,0.08190470188856125,0.0003000000142492354
0.09673691540956497,0.07799134403467178,0.0003000000142492354
0.09069552272558212,0.0728909894824028,0.0003000000142492354
0.08596909046173096,0.06989597529172897,0.0003000000142492354
0.0820963904261589,0.06630630046129227,0.0003000000142492354
0.07950715720653534,0.06468605995178223,0.0003000000142492354
0.07707864046096802,0.06394845247268677,0.0003000000142492354
0.07504625618457794,0.06300125271081924,0.0003000000142492354
0.0728987380862236,0.06085115298628807,0.0003000000142492354
0.06992778182029724,0.06015872210264206,0.0003000000142492354
0.06593417376279831,0.060693614184856415,0.0003000000142492354
0.05985107645392418,0.05791191756725311,0.0003000000142492354
0.055680688470602036,0.05704374983906746,0.0003000000142492354
0.053743377327919006,0.05540769174695015,0.0003000000142492354
0.0520201250910759,0.056096769869327545,0.0003000000142492354
0.05084170773625374,0.05515265464782715,0.0003000000142492354
0.04993961378931999,0.05464097112417221,0.0003000000142492354
0.0496462844312191,0.054563943296670914,0.0003000000142492354
0.04858598858118057,0.052837830036878586,0.0003000000142492354
0.04792821407318115,0.05344468727707863,0.0003000000142492354
0.047082774341106415,0.053281091153621674,0.0003000000142492354
0.04658755287528038,0.053953271359205246,0.0003000000142492354
0.04624081030488014,0.051065701991319656,0.0003000000142492354
0.04554055631160736,0.052075840532779694,0.0003000000142492354
0.04513444006443024,0.05264861881732941,0.0003000000142492354
0.04454055801033974,0.05138979107141495,0.0003000000142492354
0.04420004040002823,0.05135636404156685,0.0003000000142492354
0.04342171177268028,0.052164122462272644,0.0001500000071246177
0.04348277673125267,0.05213850364089012,0.0001500000071246177
0.04310379549860954,0.050746746361255646,0.0001500000071246177
0.043049078434705734,0.051398444920778275,0.0001500000071246177
0.04281003028154373,0.05092445760965347,0.0001500000071246177
0.04253425821661949,0.050853703171014786,0.0001500000071246177
0.04240194335579872,0.05125226825475693,0.0001500000071246177
0.04227383807301521,0.05015650764107704,7.500000356230885e-05
0.04202839359641075,0.05022892355918884,7.500000356230885e-05
0.041882067918777466,0.04978683590888977,7.500000356230885e-05
0.04200683906674385,0.050029776990413666,7.500000356230885e-05
0.04194570705294609,0.0507127083837986,7.500000356230885e-05
0.04175582155585289,0.050167933106422424,7.500000356230885e-05
0.04151236265897751,0.05047212168574333,7.500000356230885e-05
0.04136231541633606,0.04971436411142349,3.7500001781154424e-05
0.04144316911697388,0.05000011995434761,3.7500001781154424e-05
0.041508130729198456,0.050159186124801636,3.7500001781154424e-05
0.04117676988244057,0.05008292943239212,3.7500001781154424e-05
0.04144631326198578,0.04988403245806694,1.8750000890577212e-05
0.04128658398985863,0.04993283376097679,1.8750000890577212e-05
0.04113288223743439,0.0497422069311142,1.8750000890577212e-05
0.04123064503073692,0.04973756894469261,1.8750000890577212e-05
0.04128839448094368,0.05018111690878868,9.375000445288606e-06
