mode,seed,scorer,target_FPR,threshold,TEST_Accuracy,TEST_Precision,TEST_Recall,TEST_F1,TEST_FPR,TEST_TN,TEST_FP,TEST_FN,TEST_TP,TEST_ROC-AUC,TEST_PR-AUC
net_only,123,unsup,0.05,1.896009066381684,0.826266195524146,0.08333333333333333,0.0873015873015873,0.08527131782945736,0.09818240830899057,5557,605,575,55,0.48051060519414945,0.09355820662418671
net_only,123,unsup,0.1,1.706839089233576,0.8128680800942285,0.08322496749024708,0.10158730158730159,0.091493924231594,0.11441090555014603,5457,705,566,64,0.48051060519414945,0.09355820662418671
net_only,123,semisup,0.001,1.5728047360768784,0.8925206124852768,0.10317460317460317,0.020634920634920634,0.03439153439153439,0.018338201882505678,6049,113,617,13,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.002,1.5453708088733769,0.890017667844523,0.09090909090909091,0.020634920634920634,0.03363518758085381,0.021097046413502105,6032,130,617,13,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.005,1.5310201532769367,0.8869257950530035,0.07926829268292683,0.020634920634920634,0.0327455919395466,0.024505030834144754,6011,151,617,13,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.01,1.5093822076236736,0.8616018845700825,0.04142011834319527,0.022222222222222223,0.028925619834710745,0.05258033106134371,5838,324,616,14,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.02,1.4674414820405202,0.8277385159010601,0.07547169811320754,0.0761904761904762,0.07582938388625593,0.09542356377799414,5574,588,582,48,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.05,0.7927067997186135,0.7351295641931684,0.04654771140418929,0.09523809523809523,0.06253256904637833,0.1994482310938007,4933,1229,570,60,0.4601027547230079,0.08987416732398773
net_only,123,semisup,0.1,0.70961437069343,0.707449941107185,0.09970501474926254,0.26825396825396824,0.14537634408602151,0.24764686790003243,4636,1526,461,169,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.001,1.5728047360768784,0.8925206124852768,0.10317460317460317,0.020634920634920634,0.03439153439153439,0.018338201882505678,6049,113,617,13,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.002,1.5453708088733769,0.890017667844523,0.09090909090909091,0.020634920634920634,0.03363518758085381,0.021097046413502105,6032,130,617,13,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.005,1.5310201532769367,0.8869257950530035,0.07926829268292683,0.020634920634920634,0.0327455919395466,0.024505030834144754,6011,151,617,13,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.01,1.5093822076236736,0.8616018845700825,0.04142011834319527,0.022222222222222223,0.028925619834710745,0.05258033106134371,5838,324,616,14,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.02,1.4674414820405202,0.8277385159010601,0.07547169811320754,0.0761904761904762,0.07582938388625593,0.09542356377799414,5574,588,582,48,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.05,0.7927067997186135,0.7351295641931684,0.04654771140418929,0.09523809523809523,0.06253256904637833,0.1994482310938007,4933,1229,570,60,0.4601027547230079,0.08987416732398773
net_only,123,hybrid,0.1,0.70961437069343,0.707449941107185,0.09970501474926254,0.26825396825396824,0.14537634408602151,0.24764686790003243,4636,1526,461,169,0.4601027547230079,0.08987416732398773
net_only,2024,unsup,0.001,5.5559982528827945,0.8808791208791209,0.0,0.0,0.0,0.029539951573849876,6012,183,630,0,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.002,5.321751034783856,0.8786813186813187,0.0,0.0,0.0,0.031961259079903145,5997,198,630,0,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.005,4.514491791811255,0.8561172161172161,0.0,0.0,0.0,0.05682001614205003,5843,352,630,0,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.01,3.899737093208377,0.8402930402930403,0.0,0.0,0.0,0.07425343018563356,5735,460,630,0,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.02,3.255724114367408,0.8224175824175824,0.018211920529801324,0.01746031746031746,0.017828200972447326,0.09572235673930587,5602,593,619,11,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.05,2.8475157367879187,0.8164102564102564,0.1480225988700565,0.20793650793650795,0.17293729372937294,0.12171105730427763,5441,754,499,131,0.5400659774267522,0.1096812471271861
net_only,2024,unsup,0.1,2.503805476129722,0.8057142857142857,0.18478260869565216,0.3238095238095238,0.23529411764705882,0.14527845036319612,5295,900,426,204,0.5400659774267522,0.1096812471271861
net_only,2024,semisup,0.001,2.498689611903467,0.904029304029304,0.0,0.0,0.0,0.004035512510088781,6170,25,630,0,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.002,2.472906244132543,0.9018315018315018,0.0,0.0,0.0,0.006456820016142049,6155,40,630,0,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.005,2.4330825678346377,0.8939194139194139,0.08035714285714286,0.014285714285714285,0.02425876010781671,0.016626311541565776,6092,103,621,9,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.01,2.4316541599959667,0.8805860805860806,0.13147410358565736,0.05238095238095238,0.07491486946651532,0.03518966908797417,5977,218,597,33,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.02,2.406430654923662,0.8609523809523809,0.13333333333333333,0.09206349206349207,0.10892018779342723,0.060855528652138814,5818,377,572,58,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.05,2.3559286839067286,0.8165567765567766,0.09293193717277487,0.1126984126984127,0.10186513629842181,0.111864406779661,5502,693,559,71,0.3977996848456897,0.08064706371136171
net_only,2024,semisup,0.1,2.177838071861266,0.7331868131868132,0.07974594213126324,0.17936507936507937,0.11040547142159257,0.2104923325262308,4891,1304,517,113,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.001,2.498689611903467,0.904029304029304,0.0,0.0,0.0,0.004035512510088781,6170,25,630,0,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.002,2.472906244132543,0.9018315018315018,0.0,0.0,0.0,0.006456820016142049,6155,40,630,0,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.005,2.4330825678346377,0.8939194139194139,0.08035714285714286,0.014285714285714285,0.02425876010781671,0.016626311541565776,6092,103,621,9,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.01,2.4316541599959667,0.8805860805860806,0.13147410358565736,0.05238095238095238,0.07491486946651532,0.03518966908797417,5977,218,597,33,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.02,2.406430654923662,0.8609523809523809,0.13333333333333333,0.09206349206349207,0.10892018779342723,0.060855528652138814,5818,377,572,58,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.05,2.3559286839067286,0.8165567765567766,0.09293193717277487,0.1126984126984127,0.10186513629842181,0.111864406779661,5502,693,559,71,0.3977996848456897,0.08064706371136171
net_only,2024,hybrid,0.1,2.177838071861266,0.7331868131868132,0.07974594213126324,0.17936507936507937,0.11040547142159257,0.2104923325262308,4891,1304,517,113,0.3977996848456897,0.08064706371136171
net_only,31337,unsup,0.001,1.2473182521246826,0.9001612666764404,0.0,0.0,0.0,0.007596573460481654,6140,47,634,0,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.002,1.1714757727502525,0.8932707814103504,0.0,0.0,0.0,0.015193146920963308,6093,94,634,0,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.005,0.9524238977532579,0.8731857498900455,0.0,0.0,0.0,0.03733635041215451,5956,231,634,0,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.01,0.8966376706127401,0.8482627180765284,0.012165450121654502,0.007886435331230283,0.009569377990430622,0.06562146436075642,5781,406,629,5,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.02,0.8523605420831109,0.8378536871426477,0.029880478087649404,0.02365930599369085,0.02640845070422535,0.07871343138839501,5700,487,619,15,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.05,0.7952892304065616,0.8297903533206274,0.09273570324574962,0.0946372239747634,0.0936768149882904,0.09487635364473895,5600,587,574,60,0.6412469872975747,0.1431830284841613
net_only,31337,unsup,0.1,0.7508609743862124,0.819967746664712,0.16095890410958905,0.222397476340694,0.18675496688741722,0.118797478584128,5452,735,493,141,0.6412469872975747,0.1431830284841613
net_only,31337,semisup,0.001,2.904497919166292,0.9069051458730392,0.0,0.0,0.0,0.00016162922256343943,6186,1,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.002,2.8090625161498073,0.9061721155255827,0.0,0.0,0.0,0.0009697753353806367,6181,6,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.005,2.7008402515480316,0.9023603577188095,0.0,0.0,0.0,0.005172135122030062,6155,32,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.01,2.4934942183628075,0.8967893270781411,0.0,0.0,0.0,0.011314045579440761,6117,70,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.02,2.161449481503941,0.8890192053951034,0.0,0.0,0.0,0.01988039437530305,6064,123,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.05,1.73538216298075,0.8786101744612227,0.0,0.0,0.0,0.03135606917730725,5993,194,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,semisup,0.1,0.25855423468270017,0.8605776279137957,0.04057971014492753,0.022082018927444796,0.028600612870275793,0.05349927266849846,5856,331,620,14,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.001,2.904497919166292,0.9069051458730392,0.0,0.0,0.0,0.00016162922256343943,6186,1,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.002,2.8090625161498073,0.9061721155255827,0.0,0.0,0.0,0.0009697753353806367,6181,6,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.005,2.7008402515480316,0.9023603577188095,0.0,0.0,0.0,0.005172135122030062,6155,32,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.01,2.4934942183628075,0.8967893270781411,0.0,0.0,0.0,0.011314045579440761,6117,70,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.02,2.161449481503941,0.8890192053951034,0.0,0.0,0.0,0.01988039437530305,6064,123,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.05,1.73538216298075,0.8786101744612227,0.0,0.0,0.0,0.03135606917730725,5993,194,634,0,0.2838795500283233,0.0636858125573835
net_only,31337,hybrid,0.1,0.25855423468270017,0.8605776279137957,0.04057971014492753,0.022082018927444796,0.028600612870275793,0.05349927266849846,5856,331,620,14,0.2838795500283233,0.0636858125573835
sen_only,42,unsup,0.001,21.138868964356536,0.9013738959764475,0.8205128205128205,0.050955414012738856,0.095952023988006,0.0012759752096244985,5479,7,596,32,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.002,17.29318079040887,0.918384036637226,0.9387755102040817,0.2197452229299363,0.3561290322580645,0.001640539555231498,5477,9,490,138,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.005,13.630717237952538,0.9254170755642787,0.8524590163934426,0.33121019108280253,0.47706422018348627,0.006562158220925992,5450,36,420,208,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.01,11.769839041189284,0.9368662087013412,0.8235294117647058,0.49044585987261147,0.6147704590818364,0.012030623405030985,5420,66,320,308,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.02,9.86856994167762,0.92198233562316,0.656964656964657,0.5031847133757962,0.569882777276826,0.030076558512577466,5321,165,312,316,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.05,7.867287527375561,0.8913967942427217,0.4748603351955307,0.5414012738853503,0.5059523809523809,0.06853809697411592,5110,376,288,340,0.7686273223561539,0.552122536906813
sen_only,42,unsup,0.1,6.321734783442054,0.844946025515211,0.35074626865671643,0.5987261146496815,0.4423529411764706,0.12686839227123586,4790,696,252,376,0.7686273223561539,0.552122536906813
sen_only,42,semisup,0.001,24.97067475046806,0.9018645731108931,0.8333333333333334,0.05573248407643312,0.1044776119402985,0.0012759752096244985,5479,7,593,35,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.002,19.646937518514807,0.9178933595027805,0.9375,0.21496815286624205,0.34974093264248707,0.001640539555231498,5477,9,493,135,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.005,14.76437957446765,0.9231272489368663,0.8405172413793104,0.3105095541401274,0.45348837209302323,0.006744440393729493,5449,37,433,195,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.01,12.166660177669373,0.9342492639842983,0.8070652173913043,0.4729299363057325,0.5963855421686747,0.012942034269048485,5415,71,331,297,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.02,9.889892507013387,0.9210009813542689,0.648870636550308,0.5031847133757962,0.5668161434977579,0.031170251549398464,5315,171,312,316,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.05,7.6711115228367595,0.8925417075564279,0.48027210884353744,0.5621019108280255,0.5179750550256786,0.06963179001093692,5104,382,275,353,0.7670674745907938,0.5462771611710839
sen_only,42,semisup,0.1,5.994990782861929,0.8292443572129539,0.32491582491582494,0.6146496815286624,0.4251101321585903,0.14619030258840682,4684,802,242,386,0.7670674745907938,0.5462771611710839
sen_only,42,hybrid,0.001,21.138868964356536,0.9013738959764475,0.8205128205128205,0.050955414012738856,0.095952023988006,0.0012759752096244985,5479,7,596,32,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.002,17.29318079040887,0.918384036637226,0.9387755102040817,0.2197452229299363,0.3561290322580645,0.001640539555231498,5477,9,490,138,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.005,13.630717237952538,0.9254170755642787,0.8524590163934426,0.33121019108280253,0.47706422018348627,0.006562158220925992,5450,36,420,208,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.01,11.769839041189284,0.9368662087013412,0.8235294117647058,0.49044585987261147,0.6147704590818364,0.012030623405030985,5420,66,320,308,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.02,9.86856994167762,0.92198233562316,0.656964656964657,0.5031847133757962,0.569882777276826,0.030076558512577466,5321,165,312,316,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.05,7.867287527375561,0.8913967942427217,0.4748603351955307,0.5414012738853503,0.5059523809523809,0.06853809697411592,5110,376,288,340,0.7686273223561539,0.552122536906813
sen_only,42,hybrid,0.1,6.321734783442054,0.844946025515211,0.35074626865671643,0.5987261146496815,0.4423529411764706,0.12686839227123586,4790,696,252,376,0.7686273223561539,0.552122536906813
sen_only,7,unsup,0.001,30.791229000984586,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.002,29.59311483655279,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.005,28.66415732785288,0.8966928618205632,1.0,0.0015822784810126582,0.00315955766192733,0.0,5476,0,631,1,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.01,22.526819405645714,0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.0,5476,0,562,70,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.02,15.995714335546042,0.9233791748526523,0.9555555555555556,0.2721518987341772,0.4236453201970443,0.0014609203798392986,5468,8,460,172,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.05,10.133613622562736,0.9392599869024231,0.8287153652392947,0.5205696202531646,0.6394557823129252,0.012417823228634037,5408,68,303,329,0.8813109102088748,0.693536200214441
sen_only,7,unsup,0.1,6.06338176689144,0.9035690897184021,0.5263157894736842,0.680379746835443,0.5935127674258109,0.07067202337472607,5089,387,202,430,0.8813109102088748,0.693536200214441
sen_only,7,semisup,0.001,36.70815531581617,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.002,35.91303384597314,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.005,33.316954716741186,0.8966928618205632,1.0,0.0015822784810126582,0.00315955766192733,0.0,5476,0,631,1,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.01,21.90483486184144,0.9119187950229207,0.9895833333333334,0.15031645569620253,0.260989010989011,0.00018261504747991232,5475,1,537,95,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.02,15.12134338291935,0.9240340537000655,0.9375,0.2848101265822785,0.4368932038834951,0.0021913805697589476,5464,12,452,180,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.05,8.500792059908237,0.941879502292076,0.8488664987405542,0.5332278481012658,0.6550048590864918,0.010956902848794739,5416,60,295,337,0.8787791490601105,0.6879893239611752
sen_only,7,semisup,0.1,4.4106937456914475,0.9052062868369352,0.5321992709599028,0.6930379746835443,0.6020618556701031,0.07030679327976624,5091,385,194,438,0.8787791490601105,0.6879893239611752
sen_only,7,hybrid,0.001,30.791229000984586,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.002,29.59311483655279,0.8965291421087099,0.0,0.0,0.0,0.0,5476,0,632,0,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.005,28.66415732785288,0.8966928618205632,1.0,0.0015822784810126582,0.00315955766192733,0.0,5476,0,631,1,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.01,22.526819405645714,0.9079895219384414,1.0,0.11075949367088607,0.19943019943019943,0.0,5476,0,562,70,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.02,15.995714335546042,0.9233791748526523,0.9555555555555556,0.2721518987341772,0.4236453201970443,0.0014609203798392986,5468,8,460,172,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.05,10.133613622562736,0.9392599869024231,0.8287153652392947,0.5205696202531646,0.6394557823129252,0.012417823228634037,5408,68,303,329,0.8813109102088748,0.693536200214441
sen_only,7,hybrid,0.1,6.06338176689144,0.9035690897184021,0.5263157894736842,0.680379746835443,0.5935127674258109,0.07067202337472607,5089,387,202,430,0.8813109102088748,0.693536200214441
sen_only,123,unsup,0.001,4.181869249292295,0.9365429917550059,0.9502262443438914,0.3333333333333333,0.4935370152761457,0.0017851346965271013,6151,11,420,210,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.002,3.3791757558692708,0.9487632508833922,0.8960674157303371,0.5063492063492063,0.6470588235294118,0.006004543979227523,6125,37,311,319,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.005,2.9967333006219543,0.9465547703180212,0.8522427440633246,0.5126984126984127,0.6402378592666006,0.009087958455047061,6106,56,307,323,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.01,2.64344441475955,0.9396348645465253,0.7546296296296297,0.5174603174603175,0.6139359698681732,0.017202207075624795,6056,106,304,326,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.02,2.2529203800843645,0.927414605418139,0.6294896030245747,0.5285714285714286,0.5746333045729077,0.03180785459266471,5966,196,297,333,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.05,1.642119406843673,0.9022379269729093,0.4765840220385675,0.5492063492063493,0.5103244837758112,0.06166828951639077,5782,380,284,346,0.8415261484881739,0.6309665241304235
sen_only,123,unsup,0.1,1.0518885276811876,0.8639575971731449,0.37217391304347824,0.6793650793650794,0.48089887640449436,0.11716975008114247,5440,722,202,428,0.8415261484881739,0.6309665241304235
sen_only,123,semisup,0.001,8.575570930191855,0.9194640753828033,0.9191919191919192,0.14444444444444443,0.2496570644718793,0.0012982797792924373,6154,8,539,91,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.002,7.87065495245037,0.9306537102473498,0.8994974874371859,0.2841269841269841,0.43184559710494574,0.003245699448231093,6142,20,451,179,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.005,6.852205801219212,0.9349234393404005,0.8405797101449275,0.3682539682539683,0.5121412803532008,0.007140538786108405,6118,44,398,232,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.01,6.10390505148946,0.9324204946996466,0.7435897435897436,0.4142857142857143,0.5321100917431193,0.01460564751703992,6072,90,369,261,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.02,5.478285694065385,0.9263839811542992,0.6444444444444445,0.4603174603174603,0.5370370370370371,0.025965595585848746,6002,160,340,290,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.05,4.866747752153025,0.9129858657243817,0.531810766721044,0.5174603174603175,0.5245374094931617,0.04657578708211619,5875,287,304,326,0.8141929800157648,0.5666308067236162
sen_only,123,semisup,0.1,3.9786916368143714,0.8829505300353356,0.41343126967471144,0.6253968253968254,0.4977890082122552,0.09071729957805906,5603,559,236,394,0.8141929800157648,0.5666308067236162
sen_only,123,hybrid,0.001,4.181869249292295,0.9365429917550059,0.9502262443438914,0.3333333333333333,0.4935370152761457,0.0017851346965271013,6151,11,420,210,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.002,3.3791757558692708,0.9487632508833922,0.8960674157303371,0.5063492063492063,0.6470588235294118,0.006004543979227523,6125,37,311,319,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.005,2.9967333006219543,0.9465547703180212,0.8522427440633246,0.5126984126984127,0.6402378592666006,0.009087958455047061,6106,56,307,323,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.01,2.64344441475955,0.9396348645465253,0.7546296296296297,0.5174603174603175,0.6139359698681732,0.017202207075624795,6056,106,304,326,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.02,2.2529203800843645,0.927414605418139,0.6294896030245747,0.5285714285714286,0.5746333045729077,0.03180785459266471,5966,196,297,333,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.05,1.642119406843673,0.9022379269729093,0.4765840220385675,0.5492063492063493,0.5103244837758112,0.06166828951639077,5782,380,284,346,0.8415261484881739,0.6309665241304235
sen_only,123,hybrid,0.1,1.0518885276811876,0.8639575971731449,0.37217391304347824,0.6793650793650794,0.48089887640449436,0.11716975008114247,5440,722,202,428,0.8415261484881739,0.6309665241304235
sen_only,2024,unsup,0.001,6.703821914713061,0.9356776556776557,0.9282511210762332,0.32857142857142857,0.48534583821805394,0.0025827280064568197,6179,16,423,207,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.002,6.171366611850157,0.9403663003663003,0.9054545454545454,0.3952380952380952,0.5502762430939226,0.004196933010492332,6169,26,381,249,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.005,5.682379341102684,0.9389010989010989,0.8710801393728222,0.3968253968253968,0.5452562704471101,0.0059725585149313955,6158,37,380,250,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.01,5.241377395970044,0.9347985347985348,0.7777777777777778,0.4111111111111111,0.5379023883696781,0.011945117029862791,6121,74,371,259,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.02,4.473358998631766,0.9243956043956044,0.6376811594202898,0.41904761904761906,0.5057471264367817,0.024213075060532684,6045,150,366,264,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.05,3.548822608370989,0.8987545787545788,0.4522691705790297,0.4587301587301587,0.45547675334909377,0.05649717514124293,5845,350,341,289,0.7308869159716617,0.5340177350901423
sen_only,2024,unsup,0.1,3.005345024017319,0.873992673992674,0.36990950226244346,0.5190476190476191,0.4319682959048877,0.08991121872477803,5638,557,303,327,0.7308869159716617,0.5340177350901423
sen_only,2024,semisup,0.001,10.797266618671449,0.9198534798534799,0.9368421052631579,0.14126984126984127,0.24551724137931036,0.0009685230024213074,6189,6,541,89,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.002,6.588366784838448,0.9353846153846154,0.9055793991416309,0.3349206349206349,0.48899188876013905,0.003551251008878127,6173,22,419,211,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.005,4.232334066170618,0.9358241758241759,0.8478260869565217,0.37142857142857144,0.5165562913907285,0.0067796610169491515,6153,42,396,234,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.01,3.5024257139469617,0.9333333333333333,0.7831715210355987,0.38412698412698415,0.5154419595314164,0.010815173527037932,6128,67,388,242,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.02,2.8672279600265975,0.9334798534798535,0.7018348623853211,0.4857142857142857,0.574108818011257,0.02098466505246166,6065,130,324,306,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.05,2.2516943922225634,0.9081318681318681,0.5022556390977444,0.5301587301587302,0.5158301158301158,0.053430185633575454,5864,331,296,334,0.7318931037575104,0.5415454711306357
sen_only,2024,semisup,0.1,1.727051610349514,0.8596336996336996,0.3413926499032882,0.5603174603174603,0.42427884615384615,0.10992736077481839,5514,681,277,353,0.7318931037575104,0.5415454711306357
sen_only,2024,hybrid,0.001,7.065561560113567,0.9367032967032967,0.9541284403669725,0.33015873015873015,0.49056603773584906,0.0016142050040355122,6185,10,422,208,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.002,5.819373287465542,0.939047619047619,0.9147286821705426,0.3746031746031746,0.5315315315315315,0.003551251008878127,6173,22,394,236,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.005,5.282312336115488,0.9396336996336996,0.8758620689655172,0.4031746031746032,0.5521739130434783,0.005811138014527844,6159,36,376,254,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.01,4.697451899494787,0.9343589743589743,0.7692307692307693,0.4126984126984127,0.5371900826446281,0.012590799031476996,6117,78,370,260,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.02,4.014399256192147,0.9255677655677655,0.6473429951690821,0.4253968253968254,0.5134099616858238,0.02356739305891848,6049,146,362,268,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.05,3.1494743550278397,0.9008058608058608,0.465288035450517,0.5,0.4820198928844682,0.05843422114608554,5833,362,315,315,0.7331237429058253,0.5400204132599364
sen_only,2024,hybrid,0.1,2.6980989897066077,0.8770695970695971,0.3842746400885936,0.5507936507936508,0.4527071102413568,0.08974979822437448,5639,556,283,347,0.7331237429058253,0.5400204132599364
sen_only,31337,unsup,0.001,4.008476120290427,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.002,4.0069503744569595,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.005,4.006398074763548,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.01,3.9977075524877184,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.02,1.843052090524328,0.914235449347603,0.8356164383561644,0.09621451104100946,0.17256011315417255,0.0019395506707612733,6175,12,573,61,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.05,1.600220654335547,0.9417973904119631,0.927797833935018,0.40536277602523657,0.5642151481888035,0.003232584451268789,6167,20,377,257,0.8156335738056645,0.5119495894960262
sen_only,31337,unsup,0.1,1.5069006301889416,0.9409177539950154,0.9024390243902439,0.4085173501577287,0.5624321389793703,0.004525618231776304,6159,28,375,259,0.8156335738056645,0.5119495894960262
sen_only,31337,semisup,0.001,4.842747630847834,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.6001099282661977,0.16045785467635687
sen_only,31337,semisup,0.002,4.6483996004624135,0.9070517519425304,0.0,0.0,0.0,0.0,6187,0,634,0,0.6001099282661977,0.16045785467635687
sen_only,31337,semisup,0.005,2.556137377395995,0.9061721155255827,0.0,0.0,0.0,0.0009697753353806367,6181,6,634,0,0.6001099282661977,0.16045785467635687
